from_code,to_code,count,flightdistance,flighttime,airline
DCA,LAS,365,"2,089 miles / 3361 km","4 hours, 41 minutes",American Airlines
DCA,LAX,366,"2,311 miles / 3719 km","5 hours, 3 minutes",American Airlines
DCA,LEX,311,"414 miles / 666 km","1 hour, 20 minutes",Delta Air Lines
DCA,LGA,11102,"215 miles / 345 km","43 minutes",American Airlines
DCA,MCO,1845,"759 miles / 1221 km","1 hour, 52 minutes",American Airlines
DCA,MEM,1043,"762 miles / 1226 km","1 hour, 52 minutes",American Airlines
DCA,MHT,306,"406 miles / 654 km","1 hour, 19 minutes",American Airlines
DCA,MIA,2987,"919 miles / 1479 km","2 hours, 10 minutes",American Airlines
DCA,MKE,122,"634 miles / 1021 km","1 hour, 38 minutes",Southwest Airlines
DCA,MSN,287,"707 miles / 1138 km","1 hour, 48 minutes",Delta Air Lines
DCA,MSP,2199,"930 miles / 1497 km","2 hours, 15 minutes",American Airlines
DCA,MSY,408,"969 miles / 1559 km","2 hours, 15 minutes",American Airlines
DCA,ORD,7427,"612 miles / 985 km","1 hour, 36 minutes",American Airlines
DCA,PBI,909,"857 miles / 1379 km","2 hours, 4 minutes",American Airlines
DCA,PHL,5,"119 miles / 192 km","33 minutes",American Airlines
DCA,PHX,1081,"1,979 miles / 3184 km","4 hours, 28 minutes",American Airlines
DCA,PIT,322,"204 miles / 329 km","55 minutes",American Airlines
DCA,PLN,1,"611 miles / 983 km","1 hour, 43 minutes",<undefined>
DCA,PVD,671,"357 miles / 574 km","53 minutes",American Airlines
DCA,RDU,2732,"226 miles / 364 km","43 minutes",American Airlines
DCA,RSW,706,"891 miles / 1435 km","2 hours, 12 minutes",American Airlines
DCA,SEA,727,"2,328 miles / 3747 km","5 hours, 17 minutes",<undefined>
DCA,SLC,365,"1,851 miles / 2980 km","4 hours, 11 minutes",Delta Air Lines
DCA,SRQ,12,"851 miles / 1370 km","2 hours, 12 minutes",American Airlines
DCA,STL,1296,"718 miles / 1156 km","1 hour, 47 minutes",American Airlines
DCA,SYR,313,"298 miles / 480 km","1 hour, 6 minutes",American Airlines
DCA,TPA,1554,"813 miles / 1309 km","1 hour, 58 minutes",American Airlines
DCA,XNA,210,"963 miles / 1549 km","2 hours, 26 minutes",American Airlines
DEN,ABQ,4309,"349 miles / 561 km","52 minutes",Frontier Airlines
DEN,AMA,731,"359 miles / 577 km","51 minutes",United Airlines
DEN,ANC,451,"2,405 miles / 3871 km","5 hours, 7 minutes",United Airlines
DEN,ASE,3979,"125 miles / 201 km","26 minutes",United Airlines
DEN,ATL,5903,"1,199 miles / 1930 km","2 hours, 25 minutes",Frontier Airlines
DEN,AUS,2719,"775 miles / 1247 km","1 hour, 42 minutes",Frontier Airlines
DEN,BDL,213,"1,672 miles / 2690 km","3 hours, 14 minutes",Southwest Airlines
DEN,BFL,533,"844 miles / 1359 km","2 hours, 5 minutes",United Airlines
DEN,BHM,651,"1,083 miles / 1743 km","2 hours, 11 minutes",United Airlines
DEN,BIL,1631,"455 miles / 733 km","1 hour, 7 minutes",Frontier Airlines
DEN,BIS,1240,"517 miles / 832 km","1 hour, 12 minutes",United Airlines
DEN,BNA,2556,"1,013 miles / 1631 km","2 hours, 5 minutes",Frontier Airlines
DEN,BOI,2069,"649 miles / 1045 km","1 hour, 35 minutes",Southwest Airlines
DEN,BOS,2234,"1,754 miles / 2823 km","3 hours, 23 minutes",Southwest Airlines
DEN,BTR,1,"997 miles / 1605 km","2 hours, 30 minutes",<undefined>
DEN,BUR,1238,"850 miles / 1368 km","2 hours, 4 minutes",Southwest Airlines
DEN,BWI,2655,"1,491 miles / 2400 km","2 hours, 56 minutes",United Airlines
DEN,BZN,1286,"525 miles / 844 km","1 hour, 20 minutes",United Airlines
DEN,CAK,780,"1,224 miles / 1971 km","2 hours, 25 minutes",<undefined>
DEN,CID,572,"693 miles / 1115 km","1 hour, 28 minutes",United Airlines
DEN,CLE,969,"1,201 miles / 1933 km","2 hours, 24 minutes",Frontier Airlines
DEN,CLT,1925,"1,338 miles / 2153 km","2 hours, 40 minutes",Frontier Airlines
DEN,CMH,685,"1,154 miles / 1858 km","2 hours, 19 minutes",Frontier Airlines
DEN,COD,481,"392 miles / 630 km","1 hour, 8 minutes",United Airlines
DEN,COS,4188,"72 miles / 116 km","17 minutes",United Airlines
DEN,CPR,1533,"230 miles / 371 km","39 minutes",United Airlines
DEN,CRW,1,"1,241 miles / 1998 km","2 hours, 59 minutes",<undefined>
DEN,CVG,1384,"1,070 miles / 1721 km","2 hours, 12 minutes",Southwest Airlines
DEN,CYS,1,"90 miles / 145 km","41 minutes",United Airlines
DEN,DAY,850,"1,085 miles / 1746 km","2 hours, 11 minutes",United Airlines
DEN,DCA,1428,"1,476 miles / 2375 km","2 hours, 55 minutes",Frontier Airlines
DEN,DFW,8268,"641 miles / 1031 km","1 hour, 28 minutes",American Airlines
DEN,DRO,2473,"250 miles / 403 km","43 minutes",United Airlines
DEN,DSM,1404,"589 miles / 949 km","1 hour, 15 minutes",Frontier Airlines
DEN,DTW,2913,"1,123 miles / 1807 km","2 hours, 20 minutes",Southwest Airlines
DEN,EGE,1673,"120 miles / 194 km","27 minutes",United Airlines
DEN,ELP,1060,"563 miles / 906 km","1 hour, 23 minutes",Frontier Airlines
DEN,EUG,726,"997 miles / 1604 km","2 hours, 25 minutes",United Airlines
DEN,EWR,2189,"1,605 miles / 2583 km","3 hours, 11 minutes",United Airlines
DEN,FAR,1246,"628 miles / 1010 km","1 hour, 25 minutes",United Airlines
DEN,FAT,1266,"843 miles / 1357 km","1 hour, 58 minutes",United Airlines
DEN,FCA,668,"753 miles / 1211 km","1 hour, 49 minutes",United Airlines
DEN,FLL,908,"1,703 miles / 2741 km","3 hours, 26 minutes",Southwest Airlines
DEN,FSD,1474,"484 miles / 779 km","1 hour, 6 minutes",United Airlines
DEN,GCC,695,"313 miles / 504 km","1 hour, 9 minutes",United Airlines
DEN,GEG,1440,"836 miles / 1345 km","1 hour, 58 minutes",Southwest Airlines
DEN,GJT,2469,"212 miles / 341 km","36 minutes",United Airlines
DEN,GRB,2,"906 miles / 1458 km","2 hours, 19 minutes",<undefined>
DEN,GRR,343,"1,015 miles / 1633 km","2 hours, 2 minutes",Southwest Airlines
DEN,GTF,868,"624 miles / 1004 km","1 hour, 31 minutes",United Airlines
DEN,GUC,832,"152 miles / 244 km","31 minutes",United Airlines
DEN,HDN,1310,"141 miles / 227 km","27 minutes",United Airlines
DEN,HLN,414,"594 miles / 956 km","1 hour, 28 minutes",United Airlines
DEN,HNL,367,"3,364 miles / 5414 km","6 hours, 55 minutes",<undefined>
DEN,HOU,1056,"883 miles / 1420 km","1 hour, 58 minutes",Southwest Airlines
DEN,HSV,654,"1,048 miles / 1687 km","2 hours, 7 minutes",United Airlines
DEN,IAD,2943,"1,453 miles / 2338 km","2 hours, 50 minutes",Southwest Airlines
DEN,IAH,4788,"861 miles / 1386 km","1 hour, 54 minutes",Frontier Airlines
DEN,ICT,1583,"420 miles / 675 km","58 minutes",United Airlines
DEN,IDA,979,"458 miles / 737 km","1 hour, 12 minutes",United Airlines
DEN,IND,2083,"977 miles / 1572 km","2 hours",Frontier Airlines
DEN,JAC,1340,"406 miles / 654 km","1 hour, 4 minutes",United Airlines
DEN,JAX,118,"1,447 miles / 2328 km","2 hours, 51 minutes",Southwest Airlines
DEN,JFK,1084,"1,626 miles / 2616 km","3 hours, 14 minutes",<undefined>
DEN,KOA,45,"3,329 miles / 5357 km","6 hours, 52 minutes",United Airlines
DEN,LAS,8147,"628 miles / 1011 km","1 hour, 30 minutes",Southwest Airlines
DEN,LAX,8811,"861 miles / 1386 km","1 hour, 59 minutes",American Airlines
DEN,LGA,3051,"1,620 miles / 2607 km","3 hours, 14 minutes",Southwest Airlines
DEN,LIH,45,"3,414 miles / 5494 km","7 hours, 5 minutes",United Airlines
DEN,LIT,121,"771 miles / 1240 km","1 hour, 38 minutes",Frontier Airlines
DEN,LNK,1200,"423 miles / 681 km","57 minutes",United Airlines
DEN,MBS,1,"1,092 miles / 1758 km","2 hours, 41 minutes",<undefined>
DEN,MCI,5111,"533 miles / 858 km","1 hour, 12 minutes",Frontier Airlines
DEN,MCO,3015,"1,546 miles / 2489 km","3 hours, 6 minutes",Southwest Airlines
DEN,MDW,4338,"896 miles / 1441 km","1 hour, 54 minutes",Southwest Airlines
DEN,MEM,1730,"872 miles / 1404 km","1 hour, 52 minutes",Frontier Airlines
DEN,MFR,365,"964 miles / 1551 km","2 hours, 20 minutes",United Airlines
DEN,MIA,810,"1,709 miles / 2750 km","3 hours, 21 minutes",American Airlines
DEN,MKE,1587,"896 miles / 1441 km","1 hour, 52 minutes",Frontier Airlines
DEN,MLI,723,"752 miles / 1210 km","1 hour, 34 minutes",United Airlines
DEN,MRY,363,"959 miles / 1544 km","2 hours, 16 minutes",United Airlines
DEN,MSN,1003,"826 miles / 1330 km","1 hour, 43 minutes",Frontier Airlines
DEN,MSO,1108,"679 miles / 1093 km","1 hour, 40 minutes",United Airlines
DEN,MSP,5011,"680 miles / 1095 km","1 hour, 30 minutes",Frontier Airlines
DEN,MSY,1174,"1,062 miles / 1708 km","2 hours, 11 minutes",Frontier Airlines
DEN,MTJ,1592,"196 miles / 316 km","34 minutes",United Airlines
DEN,OAK,3100,"957 miles / 1540 km","2 hours, 13 minutes",Southwest Airlines
DEN,OGG,163,"3,303 miles / 5315 km","6 hours, 50 minutes",United Airlines
DEN,OKC,2636,"495 miles / 796 km","1 hour, 9 minutes",Frontier Airlines
DEN,OMA,3169,"473 miles / 761 km","1 hour, 3 minutes",Frontier Airlines
DEN,ONT,1544,"818 miles / 1317 km","1 hour, 52 minutes",Frontier Airlines
DEN,ORD,6051,"888 miles / 1430 km","1 hour, 53 minutes",American Airlines
DEN,PBI,94,"1,679 miles / 2702 km","3 hours, 51 minutes",<undefined>
DEN,PDX,4563,"991 miles / 1595 km","2 hours, 21 minutes",Frontier Airlines
DEN,PHL,2975,"1,557 miles / 2506 km","3 hours, 5 minutes",American Airlines
DEN,PHX,8391,"601 miles / 968 km","1 hour, 29 minutes",American Airlines
DEN,PIA,363,"793 miles / 1276 km","1 hour, 40 minutes",<undefined>
DEN,PIH,1,"462 miles / 744 km","1 hour, 25 minutes",<undefined>
DEN,PIT,804,"1,290 miles / 2077 km","2 hours, 33 minutes",Southwest Airlines
DEN,PSC,939,"853 miles / 1372 km","2 hours, 3 minutes",United Airlines
DEN,PSP,997,"775 miles / 1248 km","1 hour, 48 minutes",United Airlines
DEN,RAP,2308,"301 miles / 485 km","45 minutes",United Airlines
DEN,RDM,12,"898 miles / 1446 km","2 hours, 9 minutes",United Airlines
DEN,RDU,470,"1,436 miles / 2312 km","2 hours, 51 minutes",Frontier Airlines
DEN,RFD,289,"829 miles / 1334 km","1 hour, 42 minutes",<undefined>
DEN,RKS,545,"260 miles / 418 km","1 hour",United Airlines
DEN,RNO,1350,"804 miles / 1294 km","1 hour, 54 minutes",Southwest Airlines
DEN,ROC,1,"1,413 miles / 2274 km","3 hours, 20 minutes",<undefined>
DEN,RSW,221,"1,606 miles / 2585 km","3 hours, 14 minutes",Frontier Airlines
DEN,SAN,5358,"852 miles / 1372 km","1 hour, 58 minutes",Frontier Airlines
DEN,SAT,2651,"794 miles / 1278 km","1 hour, 45 minutes",Frontier Airlines
DEN,SBA,841,"915 miles / 1473 km","2 hours, 10 minutes",United Airlines
DEN,SDF,384,"1,024 miles / 1648 km","2 hours, 5 minutes",Southwest Airlines
DEN,SEA,6414,"1,024 miles / 1648 km","2 hours, 26 minutes",Frontier Airlines
DEN,SFO,5604,"967 miles / 1556 km","2 hours, 14 minutes",Frontier Airlines
DEN,SGF,953,"637 miles / 1025 km","1 hour, 20 minutes",United Airlines
DEN,SJC,3684,"948 miles / 1526 km","2 hours, 13 minutes",Frontier Airlines
DEN,SLC,8905,"391 miles / 629 km","1 hour, 5 minutes",Frontier Airlines
DEN,SMF,3331,"909 miles / 1463 km","2 hours, 9 minutes",Frontier Airlines
DEN,SNA,3340,"846 miles / 1361 km","1 hour, 58 minutes",Frontier Airlines
DEN,STL,2126,"770 miles / 1239 km","1 hour, 37 minutes",Frontier Airlines
DEN,TPA,1682,"1,506 miles / 2424 km","3 hours",Southwest Airlines
DEN,TUL,1628,"541 miles / 871 km","1 hour, 12 minutes",Southwest Airlines
DEN,TUS,2089,"638 miles / 1027 km","1 hour, 34 minutes",Frontier Airlines
DEN,TVC,88,"1,032 miles / 1661 km","2 hours, 10 minutes",<undefined>
DEN,TYS,510,"1,162 miles / 1870 km","2 hours, 20 minutes",Frontier Airlines
DEN,XNA,686,"616 miles / 992 km","1 hour, 20 minutes",Frontier Airlines
DFW,ABI,2660,"158 miles / 254 km","30 minutes",American Airlines
DFW,ABQ,2888,"569 miles / 915 km","1 hour, 24 minutes",American Airlines
DFW,ACT,1994,"89 miles / 144 km","19 minutes",American Airlines
DFW,AEX,1003,"285 miles / 458 km","45 minutes",American Airlines
DFW,AMA,2551,"312 miles / 502 km","51 minutes",American Airlines
DFW,ANC,153,"3,042 miles / 4896 km","6 hours, 18 minutes",<undefined>
DFW,ATL,9849,"732 miles / 1177 km","1 hour, 38 minutes",American Airlines
DFW,AUS,5508,"190 miles / 306 km","35 minutes",American Airlines
DFW,BDL,1065,"1,471 miles / 2367 km","2 hours, 57 minutes",American Airlines
DFW,BHM,1287,"597 miles / 961 km","1 hour, 19 minutes",American Airlines
DFW,BMI,60,"690 miles / 1110 km","1 hour, 35 minutes",American Airlines
DFW,BNA,2861,"631 miles / 1016 km","1 hour, 23 minutes",American Airlines
DFW,BOS,3036,"1,561 miles / 2513 km","3 hours, 8 minutes",<undefined>
DFW,BTR,2919,"383 miles / 617 km","57 minutes",American Airlines
DFW,BUF,93,"1,212 miles / 1951 km","2 hours, 55 minutes",American Airlines
DFW,BUR,1375,"1,231 miles / 1981 km","2 hours, 59 minutes",American Airlines
DFW,BWI,2309,"1,217 miles / 1958 km","2 hours, 31 minutes",American Airlines
DFW,CAE,1157,"922 miles / 1484 km","1 hour, 57 minutes",American Airlines
DFW,CHA,426,"695 miles / 1119 km","1 hour, 34 minutes",American Airlines
DFW,CHS,1154,"987 miles / 1589 km","2 hours, 6 minutes",American Airlines
DFW,CID,1897,"685 miles / 1103 km","1 hour, 36 minutes",American Airlines
DFW,CLE,1665,"1,021 miles / 1643 km","2 hours, 11 minutes",American Airlines
DFW,CLL,1104,"164 miles / 264 km","30 minutes",American Airlines
DFW,CLT,3797,"936 miles / 1506 km","2 hours",<undefined>
DFW,CMH,1694,"926 miles / 1490 km","1 hour, 58 minutes",American Airlines
DFW,CMI,366,"693 miles / 1115 km","1 hour, 35 minutes",American Airlines
DFW,COS,2034,"592 miles / 952 km","1 hour, 28 minutes",American Airlines
DFW,CRP,2509,"354 miles / 570 km","56 minutes",American Airlines
DFW,CVG,3244,"812 miles / 1307 km","1 hour, 49 minutes",American Airlines
DFW,DAY,1038,"861 miles / 1386 km","1 hour, 51 minutes",American Airlines
DFW,DCA,3965,"1,192 miles / 1918 km","2 hours, 27 minutes",<undefined>
DFW,DEN,8193,"641 miles / 1031 km","1 hour, 36 minutes",<undefined>
DFW,DSM,2134,"624 miles / 1004 km","1 hour, 28 minutes",American Airlines
DFW,DTW,2792,"986 miles / 1587 km","2 hours, 10 minutes",American Airlines
DFW,EGE,457,"721 miles / 1160 km","1 hour, 51 minutes",American Airlines
DFW,ELP,2900,"551 miles / 887 km","1 hour, 20 minutes",American Airlines
DFW,EVV,365,"642 miles / 1033 km","1 hour, 29 minutes",American Airlines
DFW,EWR,3728,"1,372 miles / 2208 km","2 hours, 55 minutes",American Airlines
DFW,FAT,730,"1,313 miles / 2113 km","3 hours, 2 minutes",American Airlines
DFW,FLL,2296,"1,119 miles / 1802 km","2 hours, 20 minutes",American Airlines
DFW,FNT,245,"1,003 miles / 1613 km","2 hours, 30 minutes",<undefined>
DFW,FSM,1825,"227 miles / 366 km","39 minutes",American Airlines
DFW,FWA,713,"859 miles / 1382 km","1 hour, 53 minutes",American Airlines
DFW,GGG,971,"140 miles / 226 km","26 minutes",American Airlines
DFW,GJT,600,"772 miles / 1243 km","1 hour, 54 minutes",American Airlines
DFW,GPT,1155,"500 miles / 805 km","1 hour, 11 minutes",American Airlines
DFW,GRK,2562,"134 miles / 216 km","27 minutes",American Airlines
DFW,GRR,793,"931 miles / 1498 km","2 hours, 3 minutes",American Airlines
DFW,GSO,1037,"999 miles / 1608 km","2 hours, 10 minutes",American Airlines
DFW,GSP,1435,"862 miles / 1387 km","1 hour, 53 minutes",American Airlines
DFW,GUC,109,"678 miles / 1091 km","1 hour, 40 minutes",<undefined>
DFW,HDN,126,"769 miles / 1237 km","1 hour, 56 minutes",American Airlines
DFW,HNL,732,"3,784 miles / 6090 km","7 hours, 51 minutes",American Airlines
DFW,HOU,2425,"247 miles / 398 km","46 minutes",American Airlines
DFW,HSV,1714,"603 miles / 970 km","1 hour, 21 minutes",American Airlines
DFW,IAD,2010,"1,172 miles / 1887 km","2 hours, 24 minutes",American Airlines
DFW,IAH,5526,"224 miles / 361 km","43 minutes",American Airlines
DFW,ICT,1792,"328 miles / 528 km","53 minutes",American Airlines
DFW,IND,2086,"761 miles / 1225 km","1 hour, 41 minutes",American Airlines
DFW,JAC,213,"1,046 miles / 1684 km","2 hours, 24 minutes",American Airlines
DFW,JAN,2604,"408 miles / 657 km","59 minutes",American Airlines
DFW,JAX,1366,"919 miles / 1479 km","1 hour, 55 minutes",American Airlines
DFW,JFK,833,"1,391 miles / 2239 km","3 hours",American Airlines
DFW,LAS,4956,"1,055 miles / 1698 km","2 hours, 27 minutes",American Airlines
DFW,LAW,1822,"140 miles / 225 km","30 minutes",American Airlines
DFW,LAX,6571,"1,235 miles / 1987 km","2 hours, 48 minutes",American Airlines
DFW,LBB,3012,"282 miles / 453 km","47 minutes",American Airlines
DFW,LEX,908,"785 miles / 1263 km","1 hour, 45 minutes",American Airlines
DFW,LFT,1181,"351 miles / 565 km","56 minutes",American Airlines
DFW,LGA,5365,"1,389 miles / 2235 km","2 hours, 55 minutes",American Airlines
DFW,LIT,3245,"304 miles / 490 km","48 minutes",American Airlines
DFW,LRD,1400,"396 miles / 638 km","1 hour, 1 minute",American Airlines
DFW,MAF,1777,"309 miles / 497 km","51 minutes",American Airlines
DFW,MCI,2878,"460 miles / 740 km","1 hour, 9 minutes",American Airlines
DFW,MCO,4114,"985 miles / 1585 km","2 hours, 7 minutes",American Airlines
DFW,MDT,272,"1,231 miles / 1982 km","2 hours, 58 minutes",American Airlines
DFW,MEM,2501,"432 miles / 695 km","1 hour, 3 minutes",American Airlines
DFW,MFE,1439,"469 miles / 754 km","1 hour, 9 minutes",American Airlines
DFW,MIA,3350,"1,121 miles / 1805 km","2 hours, 17 minutes",American Airlines
DFW,MKE,745,"853 miles / 1373 km","1 hour, 57 minutes",American Airlines
DFW,MLI,588,"691 miles / 1111 km","1 hour, 36 minutes",American Airlines
DFW,MLU,964,"293 miles / 471 km","46 minutes",American Airlines
DFW,MOB,1398,"539 miles / 868 km","1 hour, 15 minutes",American Airlines
DFW,MSN,946,"821 miles / 1321 km","1 hour, 51 minutes",American Airlines
DFW,MSP,2810,"852 miles / 1371 km","1 hour, 55 minutes",American Airlines
DFW,MSY,2501,"448 miles / 720 km","1 hour, 4 minutes",American Airlines
DFW,MTJ,231,"722 miles / 1162 km","1 hour, 46 minutes",American Airlines
DFW,OAK,724,"1,456 miles / 2344 km","3 hours, 25 minutes",<undefined>
DFW,OGG,366,"3,711 miles / 5972 km","7 hours, 42 minutes",American Airlines
DFW,OKC,2846,"175 miles / 282 km","34 minutes",American Airlines
DFW,OMA,1747,"583 miles / 938 km","1 hour, 22 minutes",American Airlines
DFW,ONT,1741,"1,188 miles / 1912 km","2 hours, 41 minutes",American Airlines
DFW,ORD,8165,"802 miles / 1290 km","1 hour, 48 minutes",American Airlines
DFW,ORF,1035,"1,213 miles / 1951 km","2 hours, 29 minutes",American Airlines
DFW,PBI,853,"1,103 miles / 1775 km","2 hours, 17 minutes",American Airlines
DFW,PDX,1578,"1,615 miles / 2600 km","3 hours, 38 minutes",American Airlines
DFW,PHL,3483,"1,302 miles / 2096 km","2 hours, 45 minutes",American Airlines
DFW,PHX,5388,"868 miles / 1397 km","2 hours, 7 minutes",American Airlines
DFW,PIA,635,"672 miles / 1082 km","1 hour, 33 minutes",American Airlines
DFW,PIT,2140,"1,068 miles / 1718 km","2 hours, 13 minutes",American Airlines
DFW,PNS,2020,"604 miles / 972 km","1 hour, 24 minutes",American Airlines
DFW,PSP,1095,"1,126 miles / 1812 km","2 hours, 36 minutes",American Airlines
DFW,RDU,2347,"1,061 miles / 1708 km","2 hours, 15 minutes",American Airlines
DFW,RIC,1041,"1,157 miles / 1863 km","2 hours, 22 minutes",American Airlines
DFW,RNO,1093,"1,345 miles / 2164 km","3 hours, 3 minutes",American Airlines
DFW,ROC,176,"1,266 miles / 2037 km","3 hours, 2 minutes",<undefined>
DFW,ROW,961,"435 miles / 700 km","1 hour, 7 minutes",American Airlines
DFW,RSW,918,"1,017 miles / 1636 km","2 hours, 7 minutes",American Airlines
DFW,SAN,3526,"1,171 miles / 1884 km","2 hours, 40 minutes",American Airlines
DFW,SAT,5414,"247 miles / 398 km","45 minutes",American Airlines
DFW,SAV,795,"925 miles / 1489 km","1 hour, 58 minutes",American Airlines
DFW,SBA,365,"1,315 miles / 2117 km","3 hours, 8 minutes",American Airlines
DFW,SDF,1386,"733 miles / 1179 km","1 hour, 38 minutes",American Airlines
DFW,SEA,3915,"1,660 miles / 2671 km","3 hours, 45 minutes",American Airlines
DFW,SFO,3486,"1,464 miles / 2357 km","3 hours, 19 minutes",American Airlines
DFW,SGF,3231,"364 miles / 586 km","55 minutes",American Airlines
DFW,SHV,3579,"190 miles / 306 km","33 minutes",American Airlines
DFW,SJC,2250,"1,438 miles / 2315 km","3 hours, 16 minutes",American Airlines
DFW,SJT,1315,"229 miles / 368 km","40 minutes",American Airlines
DFW,SJU,985,"2,165 miles / 3485 km","4 hours, 10 minutes",American Airlines
DFW,SLC,3143,"989 miles / 1591 km","2 hours, 20 minutes",American Airlines
DFW,SMF,1346,"1,431 miles / 2303 km","3 hours, 15 minutes",American Airlines
DFW,SNA,3669,"1,205 miles / 1939 km","2 hours, 44 minutes",American Airlines
DFW,SPS,1831,"113 miles / 181 km","27 minutes",American Airlines
DFW,STL,3598,"550 miles / 886 km","1 hour, 17 minutes",American Airlines
DFW,SYR,178,"1,336 miles / 2150 km","3 hours, 10 minutes",<undefined>
DFW,TPA,2803,"929 miles / 1495 km","1 hour, 59 minutes",American Airlines
